department,course,name,units,description,prereqs,satisfies,grading,repeatable,crosslist,sustainability,notes
PH,262,Health Policy and Organization,3 unit(s),"Health policy and the organization of health services, with a focus on the United States. Health policy analysis, the policy-making process, health care economics, insurance theory, comparative health systems, and health care quality.",,,Grading: Letter Graded,,,,
PH,265,Environmental Health,3 unit(s),"Investigation of environmental health issues: risk evaluation, risk management, hazardous materials, occupational health and safety, plus air, water and noise pollution. Learning fundamentals of managing environmental health problems.",,,Grading: Letter Graded,,,Sustainability Focused - SDG 8: Decent Work and Economic Growth ,
PH,271,Theoretical Foundations of Public Health,3 unit(s),"Role of theory in shaping practice, research and evaluation that facilitates social change and promotes health across the spectrum of prevention, including individual, community, organization, and policy levels.",,,Grading: Letter Graded,,,Sustainability Focused - SDG 3: Good Health and Well-Being ,
PH,272,Health Promotion Planning and Evaluation,3 unit(s),"Theory and practice of developing community health programs. Focus on program planning within the context of strategic planning, problem/needs assessment, setting of program goals and objectives, approaches to program evaluation and grant writing.",Prerequisite(s): PH 271.,Satisfies GWAR: Graduation Writing Assessment Requirement.,Grading: Letter Graded,,,,Note(s): This course satisfies graduate-level GWAR in this master’s program.
PH,276,Community Organization and Health Promotion,3 unit(s),"Advanced study of the principles, practices and ethical considerations underlying community organization, health promotion, empowerment and advocacy. Includes examination of the change process and introduction to the skills and tools of effective public health organizing.",,,Grading: Letter Graded,,,Sustainability Related - SDG 3: Good Health and Well-Being ,
PH,277,Multicultural Communication for Health Professionals,3 unit(s),"Theories and skills of multicultural communication necessary for effective professional practice with diverse clients, communities, staff and colleagues. Examination of concepts and indicators of cultural competence begins with intensive self-study and concludes with community examples.",,,Grading: Letter Graded,,,,
PH,280,Individual Graduate Studies,1- 3 unit(s),Individual graduate work by arrangement with the instructor and in consultation with the MPH Coordinator/s. Approval by MPH Coordinator/s required to enroll in the course.,,,Grading: Credit/No Credit,Course may be repeated for credit for up to 9 units.,,,
PH,291A,Fieldwork Seminar,1 unit(s),"Preparation for fieldwork placement, with emphasis on (1) self-assessment of strengths, competencies, professional objectives, and fieldwork priorities; (2) identification of fieldwork site and negotiation of Memorandum of Understanding; and (3) planning for professional development.","Prerequisite(s): PH 200, PH 201, PH 271, PH 272 or instructor consent.",,Grading: Letter Graded,,,,
PH,291B,Fieldwork Practicum,1-2 unit(s),"Application of theory and skills to health education practice, research, and/or policy under the supervision of a preceptor.","Prerequisite(s): PH 200, PH 201, PH 271, PH 272, PH 291A or instructor consent. Not available to Open University Students.",,Grading: Credit/No Credit,,,,
PH,291C,Professional Skills for Public Health Practice,1 unit(s),"Introduction to the fundamental skills used in everyday Public Health practice. Emphasis on writing and presenting at a graduate level, critical thinking, collaboration and professional behavior. Additional topics include professional communication, giving and receiving feedback, professional relationships and interactions.",,,Grading: Credit/No Credit,,,,
PH,291D,Work Experience Practicum,2 unit(s),"Supervised work experience in community, health care organization, or worksite settings.","Prerequisite(s): PH 200, PH 201, PH 271, PH 272, PH 291A.",,Grading: Mandatory Credit/No Credit/RP,,,,
PH,291P,Professional Development,1 unit(s),Strategically selected professional development activities to supplement experiences during fieldwork and advance public health career objectives.,Prerequisite(s): PH 291A.,,Grading: Credit/No Credit,,,,
PH,293,Public Health Leadership,3 unit(s),"Preparation for leadership in public health. Emphasis is on: policy and politics of health advocacy, ethics in public health education, and final self-assessment of skills for practice and continuing education priorities.",Prerequisite(s): PH 291A and PH 291B or instructor consent.,,Grading: Letter Graded,,,,
PH,298,Graduate Project,3 unit(s),"Development and analysis of independent activity in the field of community health education, health administration or school health. ",Prerequisite(s): Approved graduate project proposal and instructor consent. Not available to Open University Students.,,Grading: Mandatory Credit/No Credit/RP,,,,Note(s): More than one semester may be required to complete activity.
PH,299,Master’s Thesis,3 unit(s),Supervised original research in the field of community health education. ,Prerequisite(s): Approved master’s thesis proposal and instructor consent. Not available to Open University Students.,,Grading: Mandatory Credit/No Credit/RP,,,,Note(s): One to two semesters and 3 to 6 units required.
PH,1290R,Culminating Experience Supervision,1-3 unit(s),"Continued work on dissertation, thesis, or project or in preparation for comprehensive exams beyond the minimum required units for cases in which final deliverables are still in progress and all other degree requirements except the culminating experience have been fulfilled.","Prerequisite(s): Outstanding RP grade in a preceding semester in a project or thesis class, or RFP in progress.",,Grading: Credit/No Credit/No Degree Credit,,,,
